Search keyword report
"March 31, 2026 - April 27, 2026"
Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Final URL,Impr.,CTR,Currency code,Cost,Clicks,Conv. rate,Conversions,Avg. CPC,Cost / conv.
Paused,how can you prevent mold,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold mitigation services],Exact match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold clean up services],Exact match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold restoration,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold inside,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold remediation services,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold inspection,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold specialist near me],Exact match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,5,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold cleaning company,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold removal near me],Exact match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,3,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Paused,what to use to prevent mold,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold clean up near me],Exact match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold mitigation company],Exact match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold remediation near me],Exact match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,36,2.78%,USD,27.39,1,0.00%,0.00,27.39,0.00
Enabled,[mold removal services],Exact match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,2,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Paused,combat mold,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,black mold removal,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused; low quality,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold mildew remover,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,preventing mold,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,what helps prevent mold,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,what stops mold,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,get rid of mold,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold inspection and testing,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,to prevent mold,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold abatement services],Exact match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,1,0.00%,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold cleaning,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold remediation near me,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold remediation company,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold abatement company],Exact match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mildew removal,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold removal,Broad match,[Core] [Search] Mold Services - DC,Mold Remediation,Eligible,,,"2,756",2.94%,USD,750.68,81,11.11%,9.00,9.27,83.41
Paused,"""water and mold remediation""",Phrase match,[Core] [Search] Mold Services - DC,Mold Remediation,Paused,paused,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold removal,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold removal near me],Exact match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,get rid of mold in house,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold abatement company],Exact match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,what stops mold,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold testing,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold abatement services],Exact match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mould remediation services,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold inspection,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold inside,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold restoration,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold removal services],Exact match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,remediation company,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold mildew remover,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold clean up services],Exact match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,what helps prevent mold,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,what to use to prevent mold,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,stopping mold,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,black mold removal,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold inspection and testing,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold cleaning,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold and mildew,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mold cleaning company,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,how can you prevent mold,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold mitigation company],Exact match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold specialist near me],Exact match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold remediation near me],Exact match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold mitigation services],Exact match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,to prevent mold,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,mildew removal,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold remediation services],Exact match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold remediation,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold remediation company],Exact match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,preventing mold,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold clean up near me],Exact match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,combat mold,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,"""water and mold remediation""",Phrase match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,[mold removal company],Exact match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Enabled,mold remediation services,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Not eligible,campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
Paused,get rid of mold,Broad match,[Core] [Search] Mold Services - Virginia,Mold Remediation,Paused,paused; campaign removed,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
 --,,Total: All but removed keywords, --, --, --,,,"7,486",3.29%,USD,3203.48,246,15.04%,37.00,13.02,86.58
,,Total: Keywords in your account,,,,,,"7,486",3.29%,USD,3203.48,246,15.04%,37.00,13.02,86.58
,,Total: Your keywords,,,,,,"7,486",3.29%,USD,3203.48,246,15.04%,37.00,13.02,86.58
,,Total: AI Max expanded matches,,,,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
,,Total: AI Max landing page matches,,,,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
,,Total: URL inclusions in your account,,,,,,0, --,USD,0.00,0,0.00%,0.00,0,0.00
,,Total: Account,,,,,,"7,486",3.29%,USD,3203.48,246,15.04%,37.00,13.02,86.58
,,Total: Search,,,,,,"7,486",3.29%,USD,3203.48,246,15.04%,37.00,13.02,86.58
